month,street,direction,from_intersection,to_intersection,day_type,time_period,baseline_travel_time,average_travel_time
Jan '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.1
Jan '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,5.4
Jan '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.0
Jan '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.0
Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,11.1
Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.2
Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.4
Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,13.6
Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,12.5
Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,10.9
Jan '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.1
Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.7
Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,10.7
Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,13.2
Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,13.5
Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,12.6
Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,12.2
Jan '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,8.7
Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,13.4
Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.0
Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,11.1
Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,15.9
Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,10.6
Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.8
Jan '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,8.8
Jan '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,9.0
Jan '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,9.8
Jan '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,9.3
Jan '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,13.7
Jan '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,8.6
Jan '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,10.1
Jan '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,7.7
Jan '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,3.9
Jan '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.5
Jan '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,4.8
Jan '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,9.0
Jan '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,3.7
Jan '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.5
Jan '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.1
Jan '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.3
Jan '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,3.9
Jan '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.6
Jan '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.4
Jan '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.3
Jan '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,3.9
Jan '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.4
Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.1
Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,11.3
Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,13.7
Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,14.8
Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,13.4
Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,11.9
Jan '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.0
Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,11.0
Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.1
Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,12.9
Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,14.3
Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,13.0
Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,11.7
Jan '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,8.8
Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,8.9
Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,7.5
Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,10.0
Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,12.9
Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,8.3
Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,8.2
Jan '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.4
Jan '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
Jan '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,5.7
Jan '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,6.9
Jan '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,10.0
Jan '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,6.4
Jan '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,6.0
Jan '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,5.0
Jan '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.4
Jan '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,5.8
Jan '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,6.9
Jan '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,7.7
Jan '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.2
Jan '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,6.4
Jan '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.0
Jan '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.4
Jan '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.2
Jan '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,4.5
Jan '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,8.4
Jan '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.5
Jan '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.2
Jan '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.1
Jan '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.6
Jan '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.6
Jan '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.1
Jan '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.0
Jan '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.1
Jan '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.6
Jan '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.6
Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.7
Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,7.3
Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,8.0
Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,10.0
Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.6
Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,7.9
Jan '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,7.0
Jan '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.7
Jan '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,5.8
Jan '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,6.4
Jan '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,8.6
Jan '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,6.2
Jan '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,6.7
Jan '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,4.7
Jan '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,5.6
Jan '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,5.4
Jan '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,6.3
Jan '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,6.8
Jan '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,6.3
Jan '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,6.3
Jan '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.3
Feb '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.3
Feb '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.4
Feb '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,6.1
Feb '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,5.9
Feb '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.0
Feb '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,5.0
Feb '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.0
Feb '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.9
Feb '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.5
Feb '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.3
Feb '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.4
Feb '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,6.1
Feb '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.6
Feb '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.4
Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,10.7
Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.5
Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.2
Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,13.8
Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,12.2
Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,11.6
Feb '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.3
Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.8
Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,11.1
Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,13.3
Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,14.3
Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,13.2
Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,11.8
Feb '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,9.0
Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,13.0
Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.9
Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,11.8
Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,17.0
Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,13.1
Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.6
Feb '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,9.3
Feb '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,10.1
Feb '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,10.5
Feb '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,11.1
Feb '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,17.3
Feb '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,12.9
Feb '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,11.9
Feb '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,7.7
Feb '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,4.1
Feb '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.6
Feb '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,5.2
Feb '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,9.1
Feb '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,3.8
Feb '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.6
Feb '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.2
Feb '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.7
Feb '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,3.9
Feb '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.9
Feb '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.3
Feb '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.1
Feb '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.0
Feb '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.5
Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.0
Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,12.0
Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,13.8
Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,15.9
Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,13.9
Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,12.2
Feb '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.0
Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,10.9
Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.4
Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,13.3
Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,15.3
Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,13.2
Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,12.0
Feb '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,8.7
Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,9.7
Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,8.4
Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,14.4
Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,14.9
Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,10.1
Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,8.8
Feb '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.6
Feb '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
Feb '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,6.2
Feb '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,7.5
Feb '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,8.8
Feb '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,7.0
Feb '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,6.3
Feb '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,5.1
Feb '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.8
Feb '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,6.3
Feb '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.7
Feb '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,8.1
Feb '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.7
Feb '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,6.8
Feb '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.5
Feb '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.5
Feb '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.4
Feb '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,5.5
Feb '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,9.7
Feb '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.9
Feb '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.2
Feb '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.1
Feb '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.8
Feb '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,5.0
Feb '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.7
Feb '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.6
Feb '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.1
Feb '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.7
Feb '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.5
Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.9
Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,7.4
Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,8.6
Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,10.9
Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.4
Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,7.3
Feb '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,7.5
Feb '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,6.1
Feb '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,6.7
Feb '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,7.6
Feb '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,10.0
Feb '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,6.3
Feb '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,6.1
Feb '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,4.9
Feb '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,6.8
Feb '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,6.2
Feb '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,7.9
Feb '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,8.1
Feb '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,6.4
Feb '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,6.0
Feb '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.6
Mar '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.0
Mar '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.5
Mar '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.1
Mar '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,5.7
Mar '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.7
Mar '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,5.3
Mar '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.3
Mar '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.8
Mar '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.6
Mar '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.2
Mar '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.2
Mar '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,6.9
Mar '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,6.1
Mar '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.6
Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,10.1
Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.5
Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,11.8
Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,13.1
Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,12.5
Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,11.7
Mar '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.0
Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.2
Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,11.0
Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,12.4
Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,13.9
Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,13.7
Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,12.6
Mar '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,8.6
