month,street,direction,from_intersection,to_intersection,day_type,time_period,baseline_travel_time,average_travel_time
Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,11.8
Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.9
Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,11.6
Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,16.0
Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,11.7
Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.5
Mar '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,9.0
Mar '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,10.5
Mar '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,10.4
Mar '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,11.5
Mar '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,14.3
Mar '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,10.1
Mar '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,12.0
Mar '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,8.7
Mar '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,3.9
Mar '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.5
Mar '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,5.4
Mar '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,7.6
Mar '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,4.4
Mar '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.6
Mar '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.4
Mar '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.3
Mar '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,3.9
Mar '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.7
Mar '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.4
Mar '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.5
Mar '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.1
Mar '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.5
Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,11.4
Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,12.0
Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,13.8
Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,14.4
Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,16.0
Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,13.4
Mar '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.9
Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,10.4
Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.3
Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,13.1
Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,14.9
Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,15.1
Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,12.3
Mar '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,9.5
Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,8.9
Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,8.5
Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,11.3
Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,14.4
Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,10.8
Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,8.9
Mar '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.8
Mar '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.4
Mar '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,6.4
Mar '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,7.7
Mar '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,8.8
Mar '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,7.9
Mar '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,7.2
Mar '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,5.6
Mar '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.4
Mar '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,6.3
Mar '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.2
Mar '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,7.9
Mar '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,8.7
Mar '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,7.0
Mar '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.3
Mar '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.4
Mar '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.6
Mar '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,5.2
Mar '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,9.0
Mar '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,4.0
Mar '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.3
Mar '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.2
Mar '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.6
Mar '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.9
Mar '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.4
Mar '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.5
Mar '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.8
Mar '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.8
Mar '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.6
Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.6
Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,8.2
Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,8.7
Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,10.2
Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,9.7
Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,8.1
Mar '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,7.7
Mar '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
Mar '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,6.4
Mar '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,7.1
Mar '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,9.2
Mar '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,7.5
Mar '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,7.0
Mar '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,4.9
Mar '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,5.6
Mar '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,6.1
Mar '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,7.0
Mar '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,7.5
Mar '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.8
Mar '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,6.9
Mar '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.3
Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.2,9.7
Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),10.0,10.1
Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.3,11.2
Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.5,16.2
Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),9.8,9.6
Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),9.5,9.0
Apr '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),6.6,6.7
Apr '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.2
Apr '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.1
Apr '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.1
Apr '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,5.9
Apr '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.0
Apr '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,4.7
Apr '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.3
Apr '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.7
Apr '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.3
Apr '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.3
Apr '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.2
Apr '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,5.8
Apr '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.3
Apr '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.5
Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,10.7
Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,10.4
Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.1
Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,12.3
Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,11.5
Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,10.3
Apr '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.2
Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.4
Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,10.9
Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,12.3
Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,13.4
Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,12.8
Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,10.8
Apr '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,8.5
Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,11.7
Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,12.1
Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,11.9
Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,17.3
Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,11.7
Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,11.6
Apr '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,9.2
Apr '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,9.5
Apr '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,12.7
Apr '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,10.6
Apr '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,15.9
Apr '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,11.1
Apr '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,10.6
Apr '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,8.7
Apr '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,4.1
Apr '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.6
Apr '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,6.1
Apr '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,10.3
Apr '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,4.2
Apr '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.7
Apr '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.5
Apr '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.3
Apr '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.0
Apr '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.9
Apr '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.6
Apr '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.8
Apr '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.3
Apr '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.7
Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.1
Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,11.7
Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,15.5
Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,13.6
Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,13.5
Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,10.9
Apr '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.2
Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,10.3
Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.4
Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,13.0
Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,14.6
Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,12.9
Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,11.1
Apr '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,8.5
Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,9.1
Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,8.1
Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,11.0
Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,14.1
Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,8.1
Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,7.6
Apr '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.3
Apr '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
Apr '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,5.9
Apr '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,9.3
Apr '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,10.8
Apr '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,6.7
Apr '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,13.3
Apr '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,5.2
Apr '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.7
Apr '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,6.3
Apr '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.2
Apr '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,7.4
Apr '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.2
Apr '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,6.1
Apr '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.1
Apr '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.4
Apr '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.4
Apr '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,5.6
Apr '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,10.1
Apr '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,4.2
Apr '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.4
Apr '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.0
Apr '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.6
Apr '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.9
Apr '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.8
Apr '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.4
Apr '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.6
Apr '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.5
Apr '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,3.6
Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.9
Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,8.0
Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,9.5
Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,11.4
Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.7
Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,7.9
Apr '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,8.3
Apr '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.7
Apr '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,6.8
Apr '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,7.4
Apr '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,10.4
Apr '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,6.8
Apr '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,6.1
Apr '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,4.7
Apr '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,5.8
Apr '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,6.6
Apr '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,7.7
Apr '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,8.2
Apr '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.3
Apr '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,6.3
Apr '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.2
May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.2,10.2
May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),10.0,9.6
May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.3,12.3
May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.5,17.3
May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),9.8,8.6
May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),9.5,9.2
May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),6.6,7.0
May '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.1
May '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.7
May '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.5
May '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,6.5
May '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.8
May '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,5.6
May '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.8
May '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.7
May '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.7
May '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.6
May '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.3
May '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,6.4
May '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.8
May '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,5.1
May '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,12.0
May '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,18.5
May '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,13.6
May '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,15.0
May '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,10.2
May '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,10.6
May '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,14.5
May '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,17.5
May '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,11.9
May '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,10.9
May '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,12.3
May '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,16.7
May '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,11.6
May '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.0
May '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,11.3
May '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,10.0
May '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,9.6
May '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,11.1
May '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,15.6
May '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,10.4
