,Total Days,Total Minutes,Days Delayed,Mean Min. per Day,Median Min. per Day,% of Days Delayed,Daily Sigma,Delay Variance
Stats,1977,4458364.0,3096.09,2255.12,2182.0,1.57,775.51,601415.76
