,Total Days,Total Minutes,Days Delayed,Mean Min. per Day,Median Min. per Day,% of Days Delayed,Daily Sigma,Delay Variance
Stats,1943,551412.0,382.92,283.79,265.0,0.2,118.19,13968.88
